@RELATION wine

@ATTRIBUTE AcidezFixa	{baixa,media,alta}
@ATTRIBUTE AcidezVolatil	{baixissima,baixa,mediabaixa,media,mediaalta,alta,altissima}
@ATTRIBUTE AcidoCitrico	{baixa,alta}
@ATTRIBUTE AcucarResidual	{baixa,mediabaixa,mediaalta,alta}
@ATTRIBUTE Cloreto	{baixa,media,alta}
@ATTRIBUTE DioxidoEnxofreLivre	{baixa,alta}
@ATTRIBUTE DioxidoEnxofreTotal	{baixa,alta}
@ATTRIBUTE Densidade	{baixa,alta}
@ATTRIBUTE PH	{baixa,alta}
@ATTRIBUTE Sulfato	{baixa,mediabaixa,media,mediaalta,alta}
@ATTRIBUTE Alcool	{baixa,media,alta}
@ATTRIBUTE Classe	{1,2,3,4,5,6,7,8,9}


@DATA
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,4
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,7
media,baixa,baixa,mediabaixa,baixa,alta,baixa,alta,baixa,mediabaixa,media,7
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,media,media,7
baixa,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,alta,8
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,7
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,alta,mediabaixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa,5
media,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,mediabaixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,4
alta,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,media,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
alta,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,baixa,baixa,mediabaixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,7
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,media,6
media,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,media,6
media,baixissima,alta,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
alta,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,alta,baixa,media,media,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,media,media,6
baixa,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,alta,mediabaixa,media,5
baixa,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,alta,mediabaixa,media,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,6
media,media,baixa,mediabaixa,baixa,baixa,baixa,alta,alta,mediabaixa,media,4
media,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,mediabaixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,7
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,media,media,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,7
baixa,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,alta,mediabaixa,media,5
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,4
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,7
baixa,baixa,baixa,mediaalta,baixa,baixa,alta,baixa,baixa,mediabaixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,media,baixa,baixa,baixa,baixa,alta,alta,alta,mediabaixa,media,5
alta,baixa,alta,mediabaixa,baixa,baixa,baixa,alta,baixa,mediabaixa,alta,5
media,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,7
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
baixa,media,baixa,mediabaixa,baixa,baixa,baixa,alta,alta,mediabaixa,media,4
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
media,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,media,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,5
media,alta,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,media,baixa,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa,5
media,media,baixa,baixa,baixa,alta,baixa,alta,alta,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
alta,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,5
media,mediaalta,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,media,baixa,5
baixa,mediaalta,baixa,mediabaixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,3
media,media,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,alta,baixa,media,baixa,baixa,alta,baixa,media,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
media,mediaalta,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,4
media,media,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,4
media,mediaalta,baixa,mediabaixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
baixa,media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,media,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,mediaalta,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
baixa,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediaalta,baixa,5
media,mediaalta,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,4
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,media,6
media,mediabaixa,alta,baixa,media,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,media,baixa,mediabaixa,baixa,baixa,baixa,alta,alta,baixa,media,5
baixa,media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,media,baixa,mediabaixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,alta,baixa,media,baixa,baixa,baixa,baixa,media,baixa,6
media,media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,media,6
baixa,mediaalta,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,media,6
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
baixa,mediaalta,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,5
baixa,media,baixa,baixa,media,baixa,baixa,baixa,alta,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,media,baixa,baixa,baixa,alta,mediabaixa,media,6
media,baixa,baixa,mediabaixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,media,baixa,baixa,baixa,baixa,mediabaixa,baixa,6
baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,media,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,5
media,baixa,alta,baixa,baixa,baixa,baixa,baixa,baixa,baixa,media,6
media,media,baixa,baixa,baixa,baixa,baixa,alta,baixa,media,media,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,7
media,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,baixa,baixa,media,6
media,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,alta,baixa,baixa,media,6
baixa,mediabaixa,baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,7
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,6
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,7
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,7
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,7
baixa,mediabaixa,baixa,baixa,media,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,media,5
media,mediabaixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,4
media,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,alta,7
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,media,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,media,5
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,7
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,media,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,8
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,6
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,4
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,3
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,4
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,5
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,media,7
baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,media,7
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,7
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,7
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,5
media,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,mediabaixa,baixa,5
media,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa,media,baixa,5
media,baixa,baixa,baixa,baixa,alta,baixa,baixa,alta,mediabaixa,media,6
media,baixa,baixa,baixa,baixa,alta,baixa,baixa,alta,mediabaixa,media,6
media,media,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,7
media,baixa,baixa,baixa,baixa,alta,baixa,baixa,alta,mediabaixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,7
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,mediabaixa,media,7
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediaalta,alta,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,6
media,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa,media,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,alta,alta,mediabaixa,baixa,5
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,6
baixa,mediabaixa,baixa,baixa,baixa,baixa,baixa,baixa,alta,mediabaixa,media,6
